Passenger 1 ID,Passenger 2 ID,Number of Flights Together,From,To
67,8791,4,2017-05-13,2017-07-13
67,9095,4,2017-05-13,2017-07-13
68,69,4,2017-01-01,2017-11-24
68,78,4,2017-01-01,2017-11-24
69,78,4,2017-01-01,2017-11-24
72,88,4,2017-01-01,2017-10-29
72,93,4,2017-01-01,2017-03-05
72,97,4,2017-01-01,2017-11-03
72,119,4,2017-01-10,2017-03-07
72,121,4,2017-01-10,2017-03-07
72,139,4,2017-01-10,2017-03-07
72,165,4,2017-01-10,2017-03-07
72,173,4,2017-01-10,2017-03-07
72,190,4,2017-01-10,2017-03-07
72,1071,4,2017-10-08,2017-11-27
72,2004,4,2017-01-10,2017-03-07
72,2026,4,2017-01-10,2017-03-07
72,2082,4,2017-01-10,2017-03-07
72,2311,4,2017-01-10,2017-10-29
72,2390,4,2017-01-10,2017-03-07
72,2392,4,2017-01-10,2017-03-07
72,2427,4,2017-10-08,2017-11-27
72,2894,4,2017-10-08,2017-11-22
72,3121,4,2017-10-08,2017-11-27
72,3629,7,2017-02-06,2017-11-27
72,3636,4,2017-02-06,2017-11-27
72,4086,5,2017-10-08,2017-11-27
72,9465,4,2017-10-08,2017-11-27
72,10776,4,2017-10-08,2017-11-27
73,6396,4,2017-05-13,2017-07-13
73,8788,4,2017-05-13,2017-07-13
73,8791,4,2017-05-13,2017-07-13
73,9095,4,2017-05-13,2017-07-13
75,288,4,2017-06-24,2017-07-04
75,620,6,2017-07-02,2017-08-12
75,783,5,2017-05-22,2017-07-04
75,796,4,2017-09-07,2017-09-23
75,932,5,2017-06-24,2017-07-19
75,1099,4,2017-08-12,2017-09-19
75,1246,4,2017-06-24,2017-07-04
75,1263,5,2017-07-24,2017-09-08
75,1268,4,2017-09-07,2017-09-23
75,1343,4,2017-06-24,2017-07-04
75,1678,4,2017-06-24,2017-07-04
75,1737,4,2017-07-01,2017-07-19
75,1812,4,2017-09-07,2017-09-23
75,1831,4,2017-06-24,2017-07-04
75,1863,4,2017-07-01,2017-07-19
75,1966,7,2017-07-01,2017-08-12
75,2097,5,2017-05-22,2017-07-04
75,2223,4,2017-09-07,2017-09-23
75,2306,4,2017-09-07,2017-09-23
75,2441,4,2017-09-07,2017-09-23
75,2457,4,2017-07-01,2017-07-19
75,2495,4,2017-07-01,2017-07-19
75,2581,6,2017-05-22,2017-07-19
75,2701,6,2017-05-22,2017-07-19
75,2765,4,2017-07-19,2017-08-12
75,3029,6,2017-05-22,2017-07-19
75,3245,4,2017-07-01,2017-07-19
75,3299,4,2017-07-19,2017-08-12
75,3303,4,2017-09-08,2017-10-15
75,3361,7,2017-07-01,2017-08-12
75,3542,6,2017-08-08,2017-09-23
75,3551,6,2017-07-24,2017-09-19
75,3616,5,2017-05-22,2017-07-04
75,3958,4,2017-06-24,2017-07-04
75,3997,4,2017-08-12,2017-09-19
75,4070,4,2017-07-19,2017-08-12
75,4130,4,2017-07-01,2017-07-19
75,4359,4,2017-06-24,2017-07-04
75,4453,5,2017-06-24,2017-07-19
75,4467,5,2017-05-22,2017-07-04
75,4496,6,2017-05-22,2017-07-19
75,4591,4,2017-06-24,2017-07-04
75,4650,6,2017-05-22,2017-07-19
75,4732,4,2017-07-19,2017-09-23
75,4778,4,2017-07-01,2017-07-19
75,4791,5,2017-09-07,2017-10-15
75,4945,4,2017-07-19,2017-08-12
75,5044,4,2017-09-07,2017-09-23
75,5096,4,2017-07-19,2017-08-12
75,5238,4,2017-09-07,2017-09-23
75,5459,4,2017-06-24,2017-07-04
75,5941,4,2017-07-01,2017-07-19
75,5957,4,2017-06-24,2017-07-04
75,6468,4,2017-07-01,2017-07-19
75,6515,5,2017-09-07,2017-10-15
75,6777,8,2017-06-24,2017-08-12
75,6783,4,2017-06-24,2017-07-04
75,7711,5,2017-07-24,2017-09-08
75,7850,5,2017-09-07,2017-10-15
75,7962,4,2017-09-07,2017-09-23
75,8101,6,2017-07-02,2017-09-19
75,8165,4,2017-06-24,2017-07-04
75,8371,4,2017-09-07,2017-09-23
75,8406,6,2017-07-02,2017-08-12
75,8644,6,2017-07-02,2017-08-12
75,8851,4,2017-07-19,2017-08-12
75,9063,5,2017-05-22,2017-07-04
75,9402,5,2017-09-07,2017-10-15
75,9523,5,2017-09-07,2017-10-15
75,9621,4,2017-06-24,2017-07-04
75,9752,4,2017-06-24,2017-07-04
75,9761,4,2017-06-24,2017-07-04
75,9828,4,2017-06-24,2017-07-04
75,9951,4,2017-07-19,2017-08-12
75,9997,7,2017-06-24,2017-09-23
75,10667,5,2017-09-07,2017-10-15
75,10701,5,2017-07-24,2017-09-08
75,11256,4,2017-06-24,2017-07-04
75,11271,4,2017-06-24,2017-07-04
75,11272,5,2017-06-24,2017-07-19
75,11275,4,2017-06-24,2017-07-04
75,11276,8,2017-06-24,2017-08-12
75,11296,10,2017-06-24,2017-09-08
75,11833,4,2017-07-24,2017-09-07
75,11948,4,2017-07-19,2017-08-12
79,134,5,2017-01-10,2017-10-02
79,233,4,2017-04-30,2017-08-25
79,786,4,2017-02-23,2017-05-12
79,814,4,2017-04-30,2017-08-25
79,1460,4,2017-12-12,2017-12-29
79,2046,4,2017-08-14,2017-12-13
79,3353,4,2017-02-23,2017-05-12
79,3466,4,2017-08-14,2017-10-02
79,4670,5,2017-09-21,2017-12-16
79,5847,4,2017-04-30,2017-08-25
79,6321,4,2017-10-02,2017-12-16
79,6571,5,2017-04-30,2017-10-02
79,6805,4,2017-12-12,2017-12-29
79,7913,4,2017-10-02,2017-12-16
79,7948,5,2017-04-30,2017-10-02
79,8042,6,2017-04-30,2017-10-02
79,8359,5,2017-10-02,2017-12-29
79,9157,4,2017-12-12,2017-12-29
79,9307,4,2017-05-12,2017-09-21
79,9315,4,2017-05-12,2017-09-21
79,9742,4,2017-08-14,2017-10-02
79,9798,4,2017-08-14,2017-10-02
79,9944,4,2017-12-12,2017-12-29
79,10043,4,2017-08-14,2017-10-02
79,10050,4,2017-08-14,2017-10-02
79,10784,4,2017-12-12,2017-12-29
79,11214,4,2017-08-14,2017-10-02
79,11239,4,2017-08-14,2017-10-02
79,11282,4,2017-12-12,2017-12-29
79,12144,4,2017-12-12,2017-12-29
79,12163,4,2017-12-12,2017-12-29
79,12862,4,2017-12-12,2017-12-29
79,14059,4,2017-12-12,2017-12-29
80,83,4,2017-01-01,2017-08-10
80,637,4,2017-05-22,2017-08-10
80,1079,4,2017-05-22,2017-08-10
80,1860,4,2017-05-22,2017-08-10
80,2054,4,2017-05-22,2017-08-10
80,2895,5,2017-05-22,2017-12-05
80,4315,5,2017-07-30,2017-09-28
80,4827,5,2017-07-21,2017-09-16
80,4917,4,2017-07-21,2017-09-11
80,5623,5,2017-05-22,2017-09-11
80,8390,6,2017-07-30,2017-12-01
80,9493,6,2017-07-21,2017-09-28
80,9794,4,2017-09-11,2017-12-01
80,10022,4,2017-07-21,2017-09-11
80,11225,6,2017-07-21,2017-09-28
82,839,4,2017-07-24,2017-10-06
82,1526,4,2017-05-22,2017-07-29
82,2476,4,2017-05-22,2017-07-29
82,2864,4,2017-05-22,2017-07-29
82,4606,4,2017-07-24,2017-10-06
82,4970,4,2017-07-08,2017-08-09
82,7364,4,2017-05-22,2017-07-29
82,8784,4,2017-05-22,2017-07-29
82,9303,4,2017-07-24,2017-10-06
83,814,4,2017-04-24,2017-05-12
83,916,4,2017-01-25,2017-04-01
83,991,4,2017-01-25,2017-05-12
83,1196,5,2017-02-26,2017-04-25
83,1221,4,2017-01-25,2017-05-12
83,1254,4,2017-01-25,2017-04-01
83,1368,4,2017-01-25,2017-05-12
83,1570,4,2017-01-25,2017-05-12
83,1734,6,2017-03-19,2017-05-12
83,1747,6,2017-04-25,2017-08-10
83,3471,4,2017-04-24,2017-05-12
83,3937,4,2017-04-24,2017-05-12
83,3963,6,2017-04-25,2017-08-10
83,8110,4,2017-04-24,2017-05-12
83,8127,4,2017-04-24,2017-05-12
83,8128,6,2017-04-24,2017-08-10
83,8142,4,2017-04-24,2017-05-12
83,8454,4,2017-04-24,2017-05-12
83,8654,4,2017-04-24,2017-05-12
83,8656,4,2017-04-24,2017-05-12
83,8684,7,2017-04-24,2017-08-10
83,8686,5,2017-04-24,2017-07-21
83,8692,4,2017-04-24,2017-05-12
83,9331,4,2017-05-12,2017-08-10
83,9359,4,2017-05-12,2017-08-10
83,9369,4,2017-05-12,2017-08-10
83,9385,4,2017-05-12,2017-08-10
83,9395,4,2017-05-12,2017-08-10
86,167,4,2017-01-22,2017-03-20
86,184,4,2017-01-22,2017-03-20
86,375,4,2017-09-11,2017-10-01
86,414,4,2017-01-22,2017-03-20
86,482,4,2017-02-02,2017-09-11
86,952,4,2017-02-15,2017-09-11
86,972,4,2017-09-11,2017-10-01
86,998,5,2017-02-15,2017-09-20
86,1250,4,2017-01-22,2017-03-20
86,1482,4,2017-02-02,2017-09-20
86,2258,5,2017-08-28,2017-10-01
86,2518,4,2017-09-11,2017-10-01
86,2640,4,2017-08-28,2017-09-28
86,2690,4,2017-08-28,2017-09-28
86,2879,4,2017-01-22,2017-03-20
86,2993,4,2017-02-15,2017-10-01
86,3239,4,2017-09-11,2017-10-01
86,3513,5,2017-08-28,2017-10-01
86,3823,4,2017-08-28,2017-09-28
86,4415,4,2017-08-28,2017-09-28
86,4594,4,2017-08-28,2017-09-28
86,5711,4,2017-03-20,2017-10-01
86,5980,4,2017-08-28,2017-09-28
86,6056,4,2017-08-28,2017-09-28
86,6899,5,2017-08-28,2017-10-01
86,7812,4,2017-08-28,2017-09-28
86,8095,4,2017-08-28,2017-09-28
86,8529,4,2017-09-11,2017-10-01
86,9791,4,2017-09-11,2017-10-01
86,9922,4,2017-09-11,2017-10-01
86,10357,5,2017-08-28,2017-10-01
86,10406,4,2017-09-11,2017-10-01
86,11529,4,2017-09-11,2017-10-01
86,11542,4,2017-09-11,2017-10-01
86,11552,4,2017-09-11,2017-10-01
86,11844,5,2017-08-28,2017-10-01
86,11962,4,2017-08-28,2017-09-28
86,12230,4,2017-09-11,2017-10-01
91,191,4,2017-01-10,2017-05-24
91,694,4,2017-02-23,2017-06-17
91,816,5,2017-05-22,2017-09-01
91,866,4,2017-05-22,2017-08-22
91,1338,5,2017-05-22,2017-09-01
91,2488,4,2017-05-22,2017-08-22
91,3448,4,2017-02-23,2017-06-17
91,4092,5,2017-05-22,2017-09-01
91,4401,4,2017-05-24,2017-09-01
91,5113,4,2017-02-23,2017-06-17
91,8237,5,2017-05-22,2017-09-01
91,8576,4,2017-05-24,2017-09-01
92,316,5,2017-02-05,2017-05-08
92,528,4,2017-02-05,2017-06-24
92,551,4,2017-03-10,2017-05-08
92,574,6,2017-03-10,2017-06-11
92,594,5,2017-04-25,2017-06-11
92,629,5,2017-02-05,2017-05-08
92,633,5,2017-02-05,2017-07-24
92,953,5,2017-07-24,2017-09-03
92,1106,4,2017-03-10,2017-05-08
92,1126,4,2017-03-10,2017-05-08
92,1177,4,2017-06-28,2017-08-19
92,1189,7,2017-06-24,2017-09-03
92,1214,5,2017-04-25,2017-06-11
92,1218,5,2017-01-25,2017-09-03
92,1246,4,2017-04-25,2017-08-18
92,1464,4,2017-08-18,2017-09-03
92,1631,5,2017-06-28,2017-08-30
92,1782,5,2017-06-28,2017-08-30
92,1917,8,2017-04-25,2017-06-24
92,1938,4,2017-03-10,2017-05-08
92,2032,6,2017-01-25,2017-05-08
92,2068,7,2017-06-08,2017-07-24
92,2185,4,2017-08-18,2017-09-03
92,2482,4,2017-06-08,2017-06-18
92,2745,5,2017-04-25,2017-06-11
92,2960,4,2017-01-25,2017-06-24
92,2973,4,2017-06-08,2017-06-18
92,3106,6,2017-02-05,2017-05-08
92,3153,5,2017-06-08,2017-06-24
92,3278,4,2017-06-08,2017-06-18
92,3286,5,2017-06-08,2017-06-24
92,3356,5,2017-06-08,2017-06-24
92,3418,4,2017-06-12,2017-06-28
92,3503,6,2017-06-18,2017-08-19
92,3519,4,2017-07-24,2017-08-30
92,3609,4,2017-04-25,2017-06-28
92,3741,5,2017-06-08,2017-06-24
92,3802,10,2017-04-25,2017-07-24
92,3921,6,2017-06-28,2017-09-03
92,4058,6,2017-03-10,2017-06-11
92,4113,4,2017-02-05,2017-05-03
92,4194,5,2017-02-05,2017-05-08
92,4283,7,2017-04-25,2017-06-18
92,4441,4,2017-06-08,2017-06-18
92,4444,6,2017-06-28,2017-09-03
92,4514,4,2017-08-18,2017-09-03
92,4552,5,2017-06-08,2017-06-24
92,4707,4,2017-08-18,2017-09-03
92,4715,4,2017-03-10,2017-08-19
92,4717,4,2017-03-10,2017-05-08
92,4772,5,2017-04-25,2017-06-11
92,5002,5,2017-07-24,2017-09-03
92,5232,4,2017-03-10,2017-05-08
92,5278,4,2017-03-10,2017-05-08
92,5423,4,2017-06-08,2017-06-18
92,5544,5,2017-06-08,2017-06-24
92,5546,5,2017-06-08,2017-06-24
92,5644,5,2017-04-25,2017-06-11
92,5668,5,2017-06-08,2017-06-24
92,6084,7,2017-06-12,2017-09-03
92,6447,4,2017-06-12,2017-06-28
92,6805,5,2017-06-08,2017-06-24
92,6807,4,2017-07-24,2017-08-30
92,6823,5,2017-07-24,2017-09-03
92,7243,5,2017-06-08,2017-06-24
92,7505,5,2017-06-08,2017-06-24
92,7643,5,2017-06-08,2017-06-24
92,7810,7,2017-06-08,2017-07-24
92,7860,4,2017-06-08,2017-06-18
92,8024,6,2017-06-28,2017-09-03
92,8048,5,2017-06-08,2017-06-24
92,8158,5,2017-06-08,2017-06-24
92,8197,5,2017-07-24,2017-09-03
92,8363,4,2017-06-08,2017-06-18
92,8595,4,2017-08-18,2017-09-03
92,8775,4,2017-06-08,2017-06-18
92,9063,4,2017-08-18,2017-09-03
92,9069,7,2017-06-08,2017-07-24
92,9098,8,2017-06-08,2017-08-18
92,9101,4,2017-06-08,2017-06-18
92,9410,5,2017-06-08,2017-06-24
92,9441,8,2017-06-08,2017-09-03
92,9466,5,2017-06-08,2017-06-24
92,9834,5,2017-06-08,2017-06-24
92,9874,5,2017-06-08,2017-06-24
92,10107,5,2017-06-08,2017-06-24
92,10112,5,2017-07-24,2017-09-03
92,10179,5,2017-06-08,2017-09-03
92,10325,5,2017-06-08,2017-06-24
92,10368,4,2017-06-08,2017-06-18
92,10377,5,2017-06-08,2017-06-24
92,10465,5,2017-07-24,2017-09-03
92,10862,5,2017-07-24,2017-09-03
92,10975,4,2017-08-18,2017-09-03
92,11917,4,2017-08-18,2017-09-03
93,2370,4,2017-01-10,2017-11-15
95,177,4,2017-01-10,2017-03-22
95,187,4,2017-01-10,2017-03-22
95,441,6,2017-04-20,2017-05-19
95,606,4,2017-04-20,2017-05-06
95,625,7,2017-04-20,2017-05-29
95,663,5,2017-04-30,2017-05-29
95,901,7,2017-04-20,2017-05-29
95,1208,6,2017-04-22,2017-05-29
95,1230,4,2017-04-20,2017-05-06
95,1432,4,2017-04-20,2017-05-06
95,1635,7,2017-04-20,2017-05-29
95,1646,6,2017-04-20,2017-05-19
95,1677,8,2017-03-22,2017-05-29
95,1940,5,2017-04-30,2017-05-29
95,2038,5,2017-01-10,2017-05-06
95,2042,4,2017-01-10,2017-03-22
95,2326,8,2017-01-10,2017-05-06
95,2776,6,2017-04-20,2017-05-19
95,2857,6,2017-04-20,2017-05-19
95,2868,4,2017-04-20,2017-05-06
95,2906,7,2017-04-20,2017-05-29
95,2926,5,2017-04-22,2017-05-19
95,3093,5,2017-04-22,2017-05-19
95,3169,4,2017-04-20,2017-05-06
95,3278,5,2017-04-22,2017-05-19
95,3292,5,2017-03-22,2017-05-06
95,3330,8,2017-03-22,2017-05-29
95,3418,5,2017-04-30,2017-05-29
95,3503,6,2017-04-22,2017-05-29
95,3580,4,2017-02-13,2017-04-22
95,3588,4,2017-02-13,2017-04-22
95,3590,6,2017-04-22,2017-05-29
95,3735,7,2017-03-22,2017-05-19
95,3855,4,2017-04-20,2017-05-06
95,3898,4,2017-04-20,2017-05-06
95,3950,4,2017-04-20,2017-05-06
95,4035,4,2017-04-20,2017-05-06
95,4249,5,2017-04-30,2017-05-29
95,4421,4,2017-04-20,2017-05-06
95,4468,6,2017-04-20,2017-05-19
95,4497,4,2017-04-20,2017-05-06
95,4550,4,2017-04-20,2017-05-06
95,5411,6,2017-04-20,2017-05-19
95,5423,5,2017-04-22,2017-05-19
95,5442,4,2017-04-20,2017-05-06
95,5482,7,2017-04-20,2017-05-29
95,5505,5,2017-04-30,2017-05-29
95,5509,5,2017-04-30,2017-05-29
95,5566,5,2017-04-30,2017-05-29
95,5579,5,2017-04-30,2017-05-29
95,5584,5,2017-04-30,2017-05-29
95,5789,6,2017-04-22,2017-05-29
95,6703,4,2017-04-30,2017-05-19
95,6707,4,2017-04-30,2017-05-19
95,6745,4,2017-04-30,2017-05-19
95,6750,4,2017-04-30,2017-05-19
95,6786,5,2017-04-30,2017-05-29
95,6796,5,2017-04-30,2017-05-29
95,6813,6,2017-04-22,2017-05-29
95,7039,5,2017-04-22,2017-05-19
95,7082,6,2017-04-22,2017-05-29
95,7601,4,2017-04-20,2017-05-06
95,7602,6,2017-04-20,2017-05-19
95,7605,7,2017-04-20,2017-05-29
95,7606,4,2017-04-20,2017-05-06
95,7618,4,2017-04-20,2017-05-06
95,7629,4,2017-04-20,2017-05-06
95,7645,4,2017-04-20,2017-05-06
95,7662,7,2017-04-20,2017-05-29
95,7685,6,2017-04-20,2017-05-19
95,7820,6,2017-04-22,2017-05-29
95,7866,6,2017-04-22,2017-05-29
95,7868,5,2017-04-22,2017-05-19
95,7872,6,2017-04-22,2017-05-29
95,8132,4,2017-04-20,2017-05-06
95,8158,6,2017-04-20,2017-05-19
95,8190,7,2017-04-20,2017-05-29
95,8209,6,2017-04-22,2017-05-29
95,8289,5,2017-04-22,2017-05-19
95,8353,5,2017-04-22,2017-05-19
97,1120,4,2017-10-08,2017-12-08
97,8075,4,2017-10-08,2017-12-08
97,11548,4,2017-10-08,2017-12-08
98,1646,4,2017-01-24,2017-07-12
98,2261,4,2017-07-08,2017-08-25
98,3665,4,2017-07-08,2017-08-25
98,4348,4,2017-07-08,2017-08-25
98,4625,4,2017-07-08,2017-08-25
98,5046,4,2017-07-08,2017-08-25
98,5981,4,2017-08-24,2017-11-29
98,7448,4,2017-07-08,2017-08-25
98,11089,4,2017-07-08,2017-08-25
101,106,4,2017-01-01,2017-03-05
101,112,4,2017-01-01,2017-03-05
101,119,4,2017-01-01,2017-03-05
101,121,4,2017-01-01,2017-03-05
101,134,4,2017-01-01,2017-03-05
101,139,4,2017-01-01,2017-03-05
101,165,4,2017-01-01,2017-03-05
101,173,4,2017-01-01,2017-03-05
101,175,4,2017-01-01,2017-03-05
101,186,4,2017-01-01,2017-03-05
101,190,4,2017-01-01,2017-03-05
102,133,4,2017-01-01,2017-12-28
103,148,4,2017-01-01,2017-06-20
103,150,4,2017-01-01,2017-06-20
103,160,4,2017-01-01,2017-06-20
103,174,4,2017-01-01,2017-06-20
103,182,4,2017-01-01,2017-06-20
103,4130,4,2017-09-10,2017-10-23
103,4774,5,2017-05-19,2017-10-23
103,6863,4,2017-09-24,2017-12-17
103,7507,4,2017-09-10,2017-10-23
103,8320,5,2017-09-10,2017-12-17
105,120,4,2017-01-01,2017-12-22
105,162,4,2017-01-01,2017-12-22
106,112,4,2017-01-01,2017-03-05
106,119,4,2017-01-01,2017-03-05
106,121,4,2017-01-01,2017-03-05
106,134,4,2017-01-01,2017-03-05
106,139,4,2017-01-01,2017-03-05
106,165,4,2017-01-01,2017-03-05
106,173,4,2017-01-01,2017-03-05
106,175,4,2017-01-01,2017-03-05
106,186,4,2017-01-01,2017-03-05
106,190,4,2017-01-01,2017-03-05
108,649,5,2017-08-06,2017-10-11
108,3830,4,2017-08-06,2017-10-04
109,843,4,2017-07-09,2017-09-09
109,3451,5,2017-08-14,2017-10-12
109,4004,5,2017-06-30,2017-09-09
109,5779,4,2017-06-30,2017-09-05
109,8051,4,2017-06-30,2017-09-05
110,1783,4,2017-08-10,2017-12-26
110,7832,4,2017-08-10,2017-12-26
110,8466,4,2017-08-06,2017-09-04
110,9025,4,2017-08-06,2017-09-04
111,1509,4,2017-03-20,2017-07-24
111,2033,4,2017-01-10,2017-03-30
111,2159,5,2017-03-20,2017-10-07
111,2390,4,2017-01-10,2017-10-07
111,3642,4,2017-02-23,2017-07-24
111,3994,5,2017-03-20,2017-11-06
111,4143,4,2017-07-23,2017-11-06
111,4856,4,2017-03-20,2017-11-28
111,5679,4,2017-02-23,2017-07-23
111,5692,4,2017-03-20,2017-07-24
112,119,4,2017-01-01,2017-03-05
112,121,4,2017-01-01,2017-03-05
112,134,4,2017-01-01,2017-03-05
112,139,4,2017-01-01,2017-03-05
112,165,4,2017-01-01,2017-03-05
112,173,4,2017-01-01,2017-03-05
112,175,4,2017-01-01,2017-03-05
112,186,4,2017-01-01,2017-03-05
112,190,4,2017-01-01,2017-03-05
117,187,4,2017-01-01,2017-04-26
117,195,5,2017-01-01,2017-04-07
117,393,5,2017-03-27,2017-05-13
117,660,4,2017-08-19,2017-12-25
117,756,5,2017-03-27,2017-05-13
117,1158,4,2017-04-26,2017-06-10
117,1335,5,2017-03-27,2017-05-13
117,1337,4,2017-04-26,2017-06-10
117,1955,4,2017-04-26,2017-06-10
117,2079,4,2017-01-10,2017-04-07
117,2530,4,2017-04-26,2017-06-10
117,4384,5,2017-03-27,2017-05-13
117,4761,4,2017-04-26,2017-06-10
117,5746,4,2017-04-26,2017-06-10
117,7508,5,2017-03-27,2017-05-13
117,7551,6,2017-03-27,2017-06-10
117,7713,4,2017-04-07,2017-05-13
117,7822,4,2017-04-07,2017-05-13
117,8246,4,2017-04-26,2017-06-10
117,8276,5,2017-04-26,2017-12-12
117,8350,4,2017-04-07,2017-05-13
118,147,4,2017-01-01,2017-02-27
118,169,5,2017-01-01,2017-03-06
118,2021,4,2017-01-10,2017-03-06
118,2043,4,2017-01-10,2017-03-06
118,2051,4,2017-01-10,2017-03-06
118,2074,4,2017-01-10,2017-03-06
118,2093,4,2017-01-10,2017-03-06
119,121,6,2017-01-01,2017-03-11
119,134,4,2017-01-01,2017-03-05
119,139,8,2017-01-01,2017-11-08
119,163,4,2017-01-01,2017-09-15
119,165,6,2017-01-01,2017-03-11
119,173,6,2017-01-01,2017-03-11
119,175,4,2017-01-01,2017-03-05
119,186,4,2017-01-01,2017-03-05
119,190,5,2017-01-01,2017-03-07
119,350,4,2017-08-31,2017-10-17
119,455,4,2017-03-07,2017-10-06
119,465,4,2017-03-07,2017-08-30
119,524,4,2017-09-15,2017-10-17
119,582,4,2017-10-06,2017-11-08
119,613,5,2017-08-30,2017-10-06
119,1133,6,2017-09-15,2017-11-08
119,1225,5,2017-09-28,2017-11-08
119,1449,4,2017-09-15,2017-10-17
119,2004,5,2017-01-10,2017-03-11
119,2026,5,2017-01-10,2017-03-11
119,2082,4,2017-01-10,2017-03-07
119,2333,4,2017-10-06,2017-11-08
119,2390,5,2017-01-10,2017-03-11
119,2392,4,2017-01-10,2017-03-07
119,2411,4,2017-02-06,2017-03-11
119,2440,4,2017-02-06,2017-03-11
119,2446,5,2017-02-06,2017-10-06
119,2457,4,2017-02-06,2017-03-11
119,2465,4,2017-02-06,2017-03-11
119,2486,4,2017-02-06,2017-03-11
119,3298,4,2017-08-31,2017-10-06
119,3512,4,2017-10-06,2017-11-08
119,3604,4,2017-02-06,2017-03-11
119,3609,4,2017-02-06,2017-03-11
119,3612,4,2017-02-06,2017-03-11
119,3615,4,2017-02-06,2017-03-11
119,3634,4,2017-02-06,2017-03-11
119,3637,4,2017-02-06,2017-03-11
119,3643,4,2017-02-06,2017-03-11
119,3653,4,2017-02-06,2017-03-11
119,3672,4,2017-02-06,2017-03-11
119,3677,4,2017-02-06,2017-03-11
119,3689,4,2017-02-06,2017-03-11
119,3691,4,2017-02-06,2017-03-11
119,3700,4,2017-02-06,2017-03-11
119,3768,5,2017-09-28,2017-11-08
119,4721,4,2017-09-15,2017-10-17
119,5230,4,2017-08-01,2017-09-15
119,5235,4,2017-09-15,2017-10-17
119,6860,5,2017-09-28,2017-11-08
119,7007,4,2017-08-31,2017-10-06
119,7319,4,2017-08-31,2017-10-06
119,7341,4,2017-10-06,2017-11-08
119,7633,4,2017-08-01,2017-09-15
119,9420,4,2017-10-06,2017-11-08
119,9620,4,2017-09-15,2017-10-17
119,10306,4,2017-10-06,2017-11-08
119,10398,5,2017-08-30,2017-10-06
119,11034,4,2017-10-06,2017-11-08
119,11767,4,2017-08-31,2017-10-06
119,11812,5,2017-09-28,2017-11-08
119,12057,4,2017-08-31,2017-10-06
119,12113,4,2017-09-15,2017-10-17
119,12587,4,2017-10-06,2017-11-08
120,162,4,2017-01-01,2017-12-22
120,1694,4,2017-11-29,2017-12-29
120,2005,4,2017-11-29,2017-12-29
120,2658,4,2017-11-29,2017-12-29
120,2761,4,2017-11-29,2017-12-29
120,2814,4,2017-11-29,2017-12-29
120,3484,4,2017-11-29,2017-12-29
120,3638,4,2017-11-29,2017-12-29
120,6399,4,2017-11-29,2017-12-29
120,9039,4,2017-11-29,2017-12-29
120,9082,4,2017-11-29,2017-12-29
121,134,4,2017-01-01,2017-03-05
121,139,7,2017-01-01,2017-06-11
121,165,6,2017-01-01,2017-03-11
121,173,6,2017-01-01,2017-03-11
121,175,4,2017-01-01,2017-03-05
121,186,4,2017-01-01,2017-03-05
121,190,5,2017-01-01,2017-03-07
121,2004,6,2017-01-10,2017-06-11
121,2026,5,2017-01-10,2017-03-11
121,2033,4,2017-01-10,2017-06-27
121,2082,4,2017-01-10,2017-03-07
121,2390,5,2017-01-10,2017-03-11
121,2392,4,2017-01-10,2017-03-07
121,2411,4,2017-02-06,2017-03-11
121,2440,4,2017-02-06,2017-03-11
121,2446,4,2017-02-06,2017-03-11
121,2457,4,2017-02-06,2017-03-11
121,2465,4,2017-02-06,2017-03-11
121,2486,4,2017-02-06,2017-03-11
121,3604,4,2017-02-06,2017-03-11
121,3609,4,2017-02-06,2017-03-11
121,3612,5,2017-02-06,2017-06-11
121,3615,4,2017-02-06,2017-03-11
121,3634,4,2017-02-06,2017-03-11
121,3637,4,2017-02-06,2017-03-11
121,3643,4,2017-02-06,2017-03-11
121,3653,5,2017-02-06,2017-06-11
121,3672,5,2017-02-06,2017-06-11
121,3677,4,2017-02-06,2017-03-11
121,3689,4,2017-02-06,2017-03-11
121,3691,4,2017-02-06,2017-03-11
121,3700,4,2017-02-06,2017-03-11
126,130,7,2017-01-01,2017-02-23
126,135,5,2017-01-01,2017-05-13
126,141,6,2017-01-01,2017-02-21
126,187,4,2017-01-01,2017-06-20
126,381,4,2017-02-23,2017-04-21
126,755,4,2017-02-15,2017-06-20
126,869,4,2017-04-16,2017-05-13
126,912,4,2017-02-13,2017-02-23
126,920,6,2017-02-13,2017-04-21
126,941,4,2017-02-13,2017-02-23
126,972,4,2017-02-13,2017-02-23
126,977,4,2017-02-13,2017-02-23
126,988,4,2017-02-13,2017-02-23
126,1313,4,2017-02-13,2017-02-23
126,1321,4,2017-02-13,2017-02-23
126,1330,4,2017-02-13,2017-02-23
126,1358,4,2017-02-13,2017-02-23
126,1387,4,2017-02-13,2017-02-23
126,2068,4,2017-01-10,2017-02-15
126,2212,4,2017-02-13,2017-04-21
126,2221,4,2017-02-13,2017-02-23
126,2222,4,2017-02-13,2017-02-23
126,2255,4,2017-02-13,2017-02-23
126,2263,4,2017-02-13,2017-02-23
126,2315,5,2017-01-10,2017-02-21
126,2325,6,2017-01-10,2017-02-23
126,2334,5,2017-01-10,2017-02-21
126,2335,6,2017-01-10,2017-02-23
126,2405,4,2017-01-29,2017-02-21
126,2407,5,2017-01-29,2017-02-23
126,2427,5,2017-01-29,2017-02-23
